seed,profile,handovers,n_ho,mean_cap_mbps,min_cap_mbps,max_cap_mbps,oracle_gp_mbps,path_p50_ms,path_p95_ms,path_p99_ms,path_max_ms,cap_weighted_p95_ms,frac_cap_ge_75,mean_loss_p,trace_csv,window_id
0,wetlinks_v1,[11.999999999999789],1,396.1744,396.1744,396.1744,396.1744,58.735,58.735,58.735,84.286,58.735,1.0,0.0,/workspace/traces/wetlinks/w1_enschede_20231110T091227.csv,w1_enschede_20231110T091227
0,wetlinks_v1,[11.999999999999789],1,406.7002,406.7002,406.7002,405.0733992000188,52.099,52.099,52.099,105.084,52.099,1.0,0.004,/workspace/traces/wetlinks/w2_enschede_20240215T153911.csv,w2_enschede_20240215T153911
0,wetlinks_v1,[11.999999999999789],1,66.02169999999998,66.0217,66.0217,66.0217,68.238,68.238,68.238,94.139,68.238,0.0,0.0,/workspace/traces/wetlinks/w3_osnabruck_20230930T061825.csv,w3_osnabruck_20230930T061825
0,wetlinks_v1,[11.999999999999789],1,193.4207,193.4207,193.4207,193.4207,64.86,64.86,64.86,109.873,64.86,1.0,0.0,/workspace/traces/wetlinks/w4_osnabruck_20231220T160942.csv,w4_osnabruck_20231220T160942
0,wetlinks_v1,[11.999999999999789],1,164.2324,164.2324,164.2324,163.57547040003342,59.952,59.952,59.952,83.791,59.952,1.0,0.004,/workspace/traces/wetlinks/w5_osnabruck_20240223T171843.csv,w5_osnabruck_20240223T171843
