t_s,rtt_ms,capacity_mbps,cubic_goodput_mbps,loss_p,reconfig
0.0000,36.547,22.4382,22.4382,0.000000,0
0.0500,39.093,22.4382,22.4382,0.000000,0
0.1000,38.808,24.9213,24.9213,0.000000,0
0.1500,37.520,24.9213,24.9213,0.000000,0
0.2000,38.115,25.0750,25.0750,0.000000,0
0.2500,36.225,25.0750,25.0750,0.000000,0
0.3000,34.483,21.4183,21.4183,0.000000,0
0.3500,33.693,21.4183,21.4183,0.000000,0
0.4000,32.901,30.0520,30.0520,0.000000,0
0.4500,38.719,30.0520,30.0520,0.000000,0
0.5000,31.695,30.8886,30.8886,0.000000,0
0.5500,36.551,30.8886,30.8886,0.000000,0
0.6000,29.105,36.8057,36.8057,0.000000,0
0.6500,29.173,36.8057,36.8057,0.000000,0
0.7000,33.221,38.7743,38.7743,0.000000,0
0.7500,33.140,38.7743,38.7743,0.000000,0
0.8000,32.441,34.8065,34.8065,0.000000,0
0.8500,36.584,34.8065,34.8065,0.000000,0
0.9000,36.246,33.9665,33.9665,0.000000,0
0.9500,39.075,33.9665,33.9665,0.000000,0
1.0000,39.300,24.9602,24.9602,0.000000,0
1.0500,32.808,24.9602,24.9602,0.000000,0
1.1000,37.838,37.3980,37.3980,0.000000,0
1.1500,29.290,37.3980,37.3980,0.000000,0
1.2000,29.575,45.9695,45.9695,0.000000,0
1.2500,33.740,45.9695,45.9695,0.000000,0
1.3000,33.599,38.5206,38.5206,0.000000,0
1.3500,37.748,38.5206,38.5206,0.000000,0
1.4000,32.517,56.3318,56.3318,0.000000,0
1.4500,29.996,56.3318,56.3318,0.000000,0
1.5000,29.464,54.6244,54.6244,0.000000,0
1.5500,33.577,54.6244,54.6244,0.000000,0
1.6000,38.434,58.6003,58.6003,0.000000,0
1.6500,33.206,58.6003,58.6003,0.000000,0
1.7000,32.479,56.9896,56.9896,0.000000,0
1.7500,37.287,56.9896,56.9896,0.000000,0
1.8000,29.512,43.6729,43.6729,0.000000,0
1.8500,34.453,43.6729,43.6729,0.000000,0
1.9000,28.547,68.1358,68.1358,0.000000,0
1.9500,33.116,68.1358,68.1358,0.000000,0
2.0000,37.459,47.4112,47.4112,0.000000,0
2.0500,36.193,47.4112,47.4112,0.000000,0
2.1000,34.351,49.2276,49.2276,0.000000,0
2.1500,28.940,49.2276,49.2276,0.000000,0
2.2000,43.687,52.8039,52.8039,0.000000,0
2.2500,38.076,52.8039,52.8039,0.000000,0
2.3000,31.130,66.0335,66.0335,0.000000,0
2.3500,36.543,66.0335,66.0335,0.000000,0
2.4000,36.681,64.3136,64.3136,0.000000,0
2.4500,33.631,64.3136,64.3136,0.000000,0
2.5000,33.499,63.5534,63.5534,0.000000,0
2.5500,43.073,63.5534,63.5534,0.000000,0
2.6000,32.231,8.8064,8.8064,0.000000,0
2.6500,36.454,8.8064,8.8064,0.000000,0
2.7000,36.680,114.6753,114.6753,0.000000,0
2.7500,33.850,114.6753,114.6753,0.000000,0
2.8000,33.341,67.0965,67.0965,0.000000,0
2.8500,37.769,67.0965,67.0965,0.000000,0
2.9000,37.323,62.2532,62.2532,0.000000,0
2.9500,37.135,62.2532,62.2532,0.000000,0
3.0000,36.643,59.9720,59.9720,0.000000,0
3.0500,46.382,59.9720,59.9720,0.000000,0
3.1000,43.696,56.7300,56.7300,0.000000,0
3.1500,42.700,56.7300,56.7300,0.000000,0
3.2000,37.485,51.9734,51.9734,0.000000,0
3.2500,47.416,51.9734,51.9734,0.000000,0
3.3000,46.906,50.6763,50.6763,0.000000,0
3.3500,44.316,50.6763,50.6763,0.000000,0
3.4000,49.385,47.6443,47.6443,0.000000,0
3.4500,42.791,47.6443,47.6443,0.000000,0
3.5000,43.217,46.0698,46.0698,0.000000,0
3.5500,36.864,46.0698,46.0698,0.000000,0
3.6000,36.533,37.6240,37.6240,0.000000,0
3.6500,28.400,37.6240,37.6240,0.000000,0
3.7000,33.340,36.8428,36.8428,0.000000,0
3.7500,32.721,36.8428,36.8428,0.000000,0
3.8000,36.934,39.0845,39.0845,0.000000,0
3.8500,36.928,39.0845,39.0845,0.000000,0
3.9000,36.286,36.2601,36.2601,0.000000,0
3.9500,39.684,36.2601,36.2601,0.000000,0
4.0000,43.680,29.5102,29.5102,0.000000,0
4.0500,33.162,29.5102,29.5102,0.000000,0
4.1000,32.443,26.1737,26.1737,0.000000,0
4.1500,35.991,26.1737,26.1737,0.000000,0
4.2000,39.621,29.1538,29.1538,0.000000,0
4.2500,38.886,29.1538,29.1538,0.000000,0
4.3000,33.109,26.5668,26.5668,0.000000,0
4.3500,32.833,26.5668,26.5668,0.000000,0
4.4000,32.633,26.5868,26.5868,0.000000,0
4.4500,31.516,26.5868,26.5868,0.000000,0
4.5000,29.894,31.2032,31.2032,0.000000,0
4.5500,28.797,31.2032,31.2032,0.000000,0
4.6000,28.589,23.4763,23.4763,0.000000,0
4.6500,38.700,23.4763,23.4763,0.000000,0
4.7000,37.849,26.9210,26.9210,0.000000,0
4.7500,48.234,26.9210,26.9210,0.000000,0
4.8000,29.803,32.0854,32.0854,0.000000,0
4.8500,29.702,32.0854,32.0854,0.000000,0
4.9000,33.799,21.4497,21.4497,0.000000,0
4.9500,33.595,21.4497,21.4497,0.000000,0
5.0000,37.642,26.2433,26.2433,0.000000,0
5.0500,30.115,26.2433,26.2433,0.000000,0
5.1000,29.633,22.1428,22.1428,0.000000,0
5.1500,39.894,22.1428,22.1428,0.000000,0
5.2000,49.474,33.1327,33.1327,0.000000,0
5.2500,33.669,33.1327,33.1327,0.000000,0
5.3000,31.790,27.3335,27.3335,0.000000,0
5.3500,31.721,27.3335,27.3335,0.000000,0
5.4000,39.687,30.3591,30.3591,0.000000,0
5.4500,39.318,30.3591,30.3591,0.000000,0
5.5000,82.330,24.0821,24.0821,0.000000,0
5.5500,42.604,24.0821,24.0821,0.000000,0
5.6000,37.967,26.2451,26.2451,0.000000,0
5.6500,32.314,26.2451,26.2451,0.000000,0
5.7000,37.051,25.2009,25.2009,0.000000,0
5.7500,34.871,25.2009,25.2009,0.000000,0
5.8000,38.527,26.3852,26.3852,0.000000,0
5.8500,38.426,26.3852,26.3852,0.000000,0
5.9000,32.717,28.1580,28.1580,0.000000,0
5.9500,31.809,28.1580,28.1580,0.000000,0
6.0000,39.959,31.4031,31.4031,0.000000,0
6.0500,35.158,31.4031,31.4031,0.000000,0
6.1000,33.445,25.0483,25.0483,0.000000,0
6.1500,49.281,25.0483,25.0483,0.000000,0
6.2000,43.432,27.4853,27.4853,0.000000,0
6.2500,29.991,27.4853,27.4853,0.000000,0
6.3000,46.508,28.4638,28.4638,0.000000,0
6.3500,33.444,28.4638,28.4638,0.000000,0
6.4000,49.332,27.6340,27.6340,0.000000,0
6.4500,37.601,27.6340,27.6340,0.000000,0
6.5000,43.011,31.3993,31.3993,0.000000,0
6.5500,47.190,31.3993,31.3993,0.000000,0
6.6000,46.242,28.8358,28.8358,0.000000,0
6.6500,34.293,28.8358,28.8358,0.000000,0
6.7000,43.673,23.5905,23.5905,0.000000,0
6.7500,42.710,23.5905,23.5905,0.000000,0
6.8000,31.575,30.6362,30.6362,0.000000,0
6.8500,36.693,30.6362,30.6362,0.000000,0
6.9000,29.026,35.3638,35.3638,0.000000,0
6.9500,33.532,35.3638,35.3638,0.000000,0
7.0000,33.347,25.6763,25.6763,0.000000,0
7.0500,33.592,25.6763,25.6763,0.000000,0
7.1000,32.092,33.2493,33.2493,0.000000,0
7.1500,29.895,33.2493,33.2493,0.000000,0
7.2000,29.942,27.4451,27.4451,0.000000,0
7.2500,38.901,27.4451,27.4451,0.000000,0
7.3000,38.619,30.4000,30.4000,0.000000,0
7.3500,33.169,30.4000,30.4000,0.000000,0
7.4000,32.305,32.8167,32.8167,0.000000,0
7.4500,36.517,32.8167,32.8167,0.000000,0
7.5000,29.827,31.1800,31.1800,0.000000,0
7.5500,39.203,31.1800,31.1800,0.000000,0
7.6000,28.379,28.8220,28.8220,0.000000,0
7.6500,43.787,28.8220,28.8220,0.000000,0
7.7000,32.473,29.3260,29.3260,0.000000,0
7.7500,29.822,29.3260,29.3260,0.000000,0
7.8000,34.727,27.5368,27.5368,0.000000,0
7.8500,29.167,27.5368,27.5368,0.000000,0
7.9000,33.694,26.3086,26.3086,0.000000,0
7.9500,33.169,26.3086,26.3086,0.000000,0
8.0000,32.666,26.5820,26.5820,0.000000,0
8.0500,36.921,26.5820,26.5820,0.000000,0
8.1000,29.739,21.1916,21.1916,0.000000,0
8.1500,33.688,21.1916,21.1916,0.000000,0
8.2000,33.513,23.4134,23.4134,0.000000,0
8.2500,33.477,23.4134,23.4134,0.000000,0
8.3000,38.298,29.5111,29.5111,0.000000,0
8.3500,32.258,29.5111,29.5111,0.000000,0
8.4000,47.291,25.7557,25.7557,0.000000,0
8.4500,36.413,25.7557,25.7557,0.000000,0
8.5000,39.557,26.2845,26.2845,0.000000,0
8.5500,39.046,26.2845,26.2845,0.000000,0
8.6000,38.237,27.3338,27.3338,0.000000,0
8.6500,48.376,27.3338,27.3338,0.000000,0
8.7000,37.019,27.5723,27.5723,0.000000,0
8.7500,39.260,27.5723,27.5723,0.000000,0
8.8000,39.702,31.8192,31.8192,0.000000,0
8.8500,39.129,31.8192,31.8192,0.000000,0
8.9000,38.472,27.8210,27.8210,0.000000,0
8.9500,37.526,27.8210,27.8210,0.000000,0
9.0000,36.991,31.1934,31.1934,0.000000,0
9.0500,39.202,31.1934,31.1934,0.000000,0
9.1000,33.140,26.9165,26.9165,0.000000,0
9.1500,38.958,26.9165,26.9165,0.000000,0
9.2000,38.341,32.2119,32.2119,0.000000,0
9.2500,30.213,32.2119,32.2119,0.000000,0
9.3000,36.795,31.3478,31.3478,0.000000,0
9.3500,33.685,31.3478,31.3478,0.000000,0
9.4000,49.507,31.5427,31.5427,0.000000,0
9.4500,43.693,31.5427,31.5427,0.000000,0
9.5000,37.824,31.3893,31.3893,0.000000,0
9.5500,29.720,31.3893,31.3893,0.000000,0
9.6000,34.433,30.3600,30.3600,0.000000,0
9.6500,39.471,30.3600,30.3600,0.000000,0
9.7000,33.358,30.8151,30.8151,0.000000,0
9.7500,33.425,30.8151,30.8151,0.000000,0
9.8000,32.622,31.2262,31.2262,0.000000,0
9.8500,36.918,31.2262,31.2262,0.000000,0
9.9000,29.573,30.7213,30.7213,0.000000,0
9.9500,46.723,30.7213,30.7213,0.000000,0
10.0000,44.615,25.9500,25.9500,0.000000,0
10.0500,38.745,25.9500,25.9500,0.000000,0
10.1000,47.914,21.6264,21.6264,0.000000,0
10.1500,47.877,21.6264,21.6264,0.000000,0
10.2000,34.509,26.8395,26.8395,0.000000,0
10.2500,39.333,26.8395,26.8395,0.000000,0
10.3000,33.805,16.8018,16.8018,0.000000,0
10.3500,37.851,16.8018,16.8018,0.000000,0
10.4000,37.730,22.3662,22.3662,0.000000,0
10.4500,36.560,22.3662,22.3662,0.000000,0
10.5000,29.867,27.6840,27.6840,0.000000,0
10.5500,34.887,27.6840,27.6840,0.000000,0
10.6000,34.487,19.8735,19.8735,0.000000,0
10.6500,33.477,19.8735,19.8735,0.000000,0
10.7000,32.065,27.5979,27.5979,0.000000,0
10.7500,30.322,27.5979,27.5979,0.000000,0
10.8000,40.425,29.4745,29.4745,0.000000,0
10.8500,39.473,29.4745,29.4745,0.000000,0
10.9000,33.304,26.6265,26.6265,0.000000,0
10.9500,33.742,26.6265,26.6265,0.000000,0
11.0000,43.598,28.7229,28.7229,0.000000,0
11.0500,32.415,28.7229,28.7229,0.000000,0
11.1000,36.612,27.5624,27.5624,0.000000,0
11.1500,33.605,27.5624,27.5624,0.000000,0
11.2000,34.003,23.2038,23.2038,0.000000,0
11.2500,33.304,23.2038,23.2038,0.000000,0
11.3000,38.110,14.6214,14.6214,0.000000,0
11.3500,29.634,14.6214,14.6214,0.000000,0
11.4000,29.208,15.0739,15.0739,0.000000,0
11.4500,29.159,15.0739,15.0739,0.000000,0
11.5000,33.271,20.1626,20.1626,0.000000,0
11.5500,33.426,20.1626,20.1626,0.000000,0
11.6000,32.543,26.3591,26.3591,0.000000,0
11.6500,32.697,26.3591,26.3591,0.000000,0
11.7000,47.485,24.6227,24.6227,0.000000,0
11.7500,33.891,24.6227,24.6227,0.000000,0
11.8000,91.736,15.5005,15.5005,0.000000,0
11.8500,72.207,15.5005,15.5005,0.000000,0
11.9000,28.692,31.0700,31.0700,0.000000,0
11.9500,40.978,31.0700,31.0700,0.000000,0
12.0000,35.419,28.9656,28.9656,0.000000,0
12.0500,50.330,28.9656,28.9656,0.000000,0
12.1000,32.044,25.9033,25.9033,0.000000,0
12.1500,31.678,25.9033,25.9033,0.000000,0
12.2000,35.957,22.9832,22.9832,0.000000,0
12.2500,50.872,22.9832,22.9832,0.000000,0
12.3000,40.396,26.5274,26.5274,0.000000,0
12.3500,32.969,26.5274,26.5274,0.000000,0
12.4000,31.223,27.6508,27.6508,0.000000,0
12.4500,30.578,27.6508,27.6508,0.000000,0
12.5000,35.343,27.7976,27.7976,0.000000,0
12.5500,30.514,27.7976,27.7976,0.000000,0
12.6000,40.459,31.3266,31.3266,0.000000,0
12.6500,42.668,31.3266,31.3266,0.000000,0
12.7000,42.262,26.6981,26.6981,0.000000,0
12.7500,41.642,26.6981,26.6981,0.000000,0
12.8000,40.472,18.0824,18.0824,0.000000,0
12.8500,28.468,18.0824,18.0824,0.000000,0
12.9000,38.140,19.4201,19.4201,0.000000,0
12.9500,32.995,19.4201,19.4201,0.000000,0
13.0000,31.290,22.6402,22.6402,0.000000,0
13.0500,31.221,22.6402,22.6402,0.000000,0
13.1000,41.223,20.3876,20.3876,0.000000,0
13.1500,28.306,20.3876,20.3876,0.000000,0
13.2000,44.735,21.7393,21.7393,0.000000,0
13.2500,71.830,21.7393,21.7393,0.000000,0
13.3000,47.466,20.1922,20.1922,0.000000,0
13.3500,30.751,20.1922,20.1922,0.000000,0
13.4000,29.559,21.0338,21.0338,0.000000,0
13.4500,40.449,21.0338,21.0338,0.000000,0
13.5000,35.322,28.0134,28.0134,0.000000,0
13.5500,37.121,28.0134,28.0134,0.000000,0
13.6000,31.542,24.3744,24.3744,0.000000,0
13.6500,37.055,24.3744,24.3744,0.000000,0
13.7000,52.568,21.3400,21.3400,0.000000,0
13.7500,30.216,21.3400,21.3400,0.000000,0
13.8000,28.519,21.2388,21.2388,0.000000,0
13.8500,32.368,21.2388,21.2388,0.000000,0
13.9000,37.100,25.6398,25.6398,0.000000,0
13.9500,37.149,25.6398,25.6398,0.000000,0
14.0000,31.105,22.1905,22.1905,0.000000,0
14.0500,33.026,22.1905,22.1905,0.000000,0
14.1000,33.214,25.3851,25.3851,0.000000,0
