window,variant,goodput_mbps,p95_rtt_ms,mode_hist,mean_cwnd_mss,mean_bw_mbps,mean_min_rtt_ms,reconfigs_detected,reprobe_reasons,n_reprobe_events,ca_aborts,lsg_clamps,anticipator_holds,ser_lite_count,far_holds,frac_reprobe_mode,frac_cong_rec
B600,BBRv3approx,400.6034133333333,63.9999999999992,"{'startup': 3, 'probe': 25, 'cruise': 27, 'loss_ignored': 1745}",4022.832382403716,423.54885029535143,48.64756586536094,,,,,,,,,,
B600,Crest_noCA,391.1397333333333,63.9999999999992,"{'startup': 3, 'cruise': 437, 'mobility_loss': 27, 'congestive_recovery': 1315, 'reprobe_explore': 13, 'ser:loss_burst': 5}",1868.3670478232966,418.84527936680075,49.96088019559915,71.0,"{'ep:loss_burst': 39, 'ep:rtt_mad+loss_burst': 26, 'ep:rtt_mad+loss_rtt': 4, 'ep:rtt_mad+ack_ia+loss_rtt': 2}",71.0,0.0,101055.0,1.0,0.0,0.0,0.01,0.7305555555555555
B600,Crest,391.11466666666666,63.9999999999992,"{'startup': 3, 'cruise': 439, 'mobility_loss': 26, 'congestive_recovery': 1312, 'reprobe_explore': 14, 'ser:loss_burst': 6}",1869.7436880971181,418.4507246690005,49.95721271393656,72.0,"{'ep:loss_burst': 40, 'ep:rtt_mad+loss_burst': 26, 'ep:rtt_mad+loss_rtt': 4, 'ep:rtt_mad+ack_ia+loss_rtt': 2}",72.0,0.0,90821.0,1.0,0.0,0.0,0.011111111111111112,0.7288888888888889
B600,Crest_noLSG,392.8801066666667,63.9999999999992,"{'startup': 3, 'cruise': 434, 'mobility_loss': 26, 'congestive_recovery': 1319, 'reprobe_explore': 14, 'ser:loss_burst': 4}",1883.696749145207,420.57877615852533,49.97434331093478,72.0,"{'ep:loss_burst': 39, 'ep:rtt_mad+loss_burst': 24, 'ep:rtt_mad+loss_rtt': 6, 'ep:rtt_mad+ack_ia+loss_rtt': 3}",72.0,0.0,0.0,0.0,0.0,0.0,0.01,0.7327777777777778
B600,Crest_noAnt,391.35424,63.9999999999992,"{'startup': 3, 'cruise': 439, 'mobility_loss': 25, 'congestive_recovery': 1314, 'reprobe_explore': 15, 'ser:loss_burst': 4}",1875.2169593303158,419.28841913957945,49.95965770171163,71.0,"{'ep:loss_burst': 39, 'ep:rtt_mad+loss_burst': 26, 'ep:rtt_mad+loss_rtt': 4, 'ep:rtt_mad+ack_ia+loss_rtt': 2}",71.0,0.0,86178.0,0.0,0.0,0.0,0.010555555555555556,0.73
B600,v37_oce,395.81152,63.9999999999992,"{'startup': 4, 'cruise': 382, 'mobility_loss': 31, 'congestive_recovery': 1368, 'reprobe_explore': 10, 'ser:loss_burst': 4, 'oce_echo': 1}",1890.163529838582,424.7064565089103,49.67399267399279,71.0,"{'ep:loss_burst': 39, 'ep:rtt_mad+loss_burst': 28, 'ep:rtt_mad+ack_ia+loss_rtt': 2, 'ep:rtt_mad+loss_rtt': 2}",71.0,0.0,0.0,0.0,0.0,0.0,0.0077777777777777776,0.76
B600,Crest_FarHoldFlag,391.11061333333333,63.9999999999992,"{'startup': 3, 'cruise': 437, 'mobility_loss': 29, 'congestive_recovery': 1310, 'reprobe_explore': 14, 'ser:loss_burst': 7}",1867.9484687170868,418.32917501063207,49.95721271393656,72.0,"{'ep:loss_burst': 40, 'ep:rtt_mad+loss_burst': 26, 'ep:rtt_mad+loss_rtt': 4, 'ep:rtt_mad+ack_ia+loss_rtt': 2}",72.0,0.0,110299.0,1.0,0.0,1.0,0.011666666666666667,0.7277777777777777
A600,Crest,344.49664,38.00000000000307,"{'startup': 4, 'cruise': 985, 'congestive_recovery': 745, 'reprobe_explore': 27, 'ser:loss_burst': 7, 'mobility_loss': 32}",1134.5237200628087,373.26587039369366,23.796524390244453,98.0,"{'ep:loss_burst': 25, 'ep:rtt_mad+loss_rtt': 63, 'ep:rtt_mad': 6, 'ep:rtt_mad+ack_ia': 1, 'ep:rtt_mad+ack_ia+loss_rtt': 1, 'ep:loss_rtt+rtt_classic': 2}",98.0,52.0,79590.0,2.0,0.0,0.0,0.01888888888888889,0.41388888888888886
A1,Crest,409.4382933333333,35.999999999999204,"{'startup': 2, 'cruise': 777, 'mobility_loss': 30, 'congestive_recovery': 964, 'reprobe_explore': 24, 'ser:loss_burst': 3}",1283.1012089282729,442.22968045351547,22.650822669104436,73.0,"{'ep:loss_burst': 28, 'ep:rtt_mad+loss_rtt': 41, 'ep:rtt_mad': 2, 'ep:loss_rtt+rtt_classic': 2}",73.0,52.0,169337.0,0.0,0.0,0.0,0.015,0.5355555555555556
