seed,profile,handovers,n_ho,mean_cap_mbps,min_cap_mbps,max_cap_mbps,oracle_gp_mbps,path_p50_ms,path_p95_ms,path_p99_ms,path_max_ms,cap_weighted_p95_ms,frac_cap_ge_75,mean_loss_p,trace_csv,window_id,quantile,site,trace_no,native_owd_p95_ms,native_rtt_p95_ms,native_oracle_udp_mbps
0,leocc_v1,[],0,425.836,26.4,549.6,425.79341639999996,24.0,32.0,36.0,40.0,32.0,0.9966666666666667,0.00010000000000000002,/workspace/traces/leocc/q00_A_downlink_001.csv,q00_A_downlink_001,q00,A,1,16.0,32.0,425.82933333333335
0,leocc_v1,[],0,353.3732,9.6,462.96,353.3378626800005,22.0,34.0,40.01999999999998,62.0,32.0,0.9944444444444445,0.00010000000000000002,/workspace/traces/leocc/q25_A_downlink_600.csv,q25_A_downlink_600,q25,A,600,16.0,32.0,353.3276
0,leocc_v1,[],0,408.3450666666667,16.56,463.92,408.30423216000094,52.0,60.0,60.0,82.0,60.0,0.9961111111111111,0.00010000000000000002,/workspace/traces/leocc/q50_B_downlink_600.csv,q50_B_downlink_600,q50,B,600,30.0,60.0,408.2628
0,leocc_v1,[],0,406.2066666666667,6.24,553.2,406.1660459999996,102.0,108.0,114.0,124.0,108.0,0.9961111111111111,0.00010000000000000002,/workspace/traces/leocc/q75_C_downlink_599.csv,q75_C_downlink_599,q75,C,599,54.0,108.0,406.404
0,leocc_v1,[],0,381.0148,22.8,495.6,380.97669851999973,182.0,194.0,200.0,220.0,194.0,0.9966666666666667,0.00010000000000000002,/workspace/traces/leocc/q100_D_downlink_600.csv,q100_D_downlink_600,q100,D,600,97.0,194.0,380.9132
