t_s,rtt_ms,owd_ms,capacity_mbps,udp_sat_mbps,loss_p,reconfig
19.0500,28.000,14.000,393.6000,393.6000,0.000100,0
19.1000,22.000,11.000,348.0000,348.0000,0.000100,0
19.1500,28.000,14.000,374.4000,374.4000,0.000100,0
19.2000,28.000,14.000,381.6000,381.6000,0.000100,0
19.2500,32.000,16.000,369.6000,369.6000,0.000100,0
19.3000,28.000,14.000,367.2000,367.2000,0.000100,0
19.3500,26.000,13.000,391.2000,391.2000,0.000100,0
19.4000,28.000,14.000,379.2000,379.2000,0.000100,0
19.4500,28.000,14.000,357.6000,357.6000,0.000100,0
19.5000,24.000,12.000,345.6000,345.6000,0.000100,0
19.5500,22.000,11.000,376.8000,376.8000,0.000100,0
19.6000,28.000,14.000,321.6000,321.6000,0.000100,0
19.6500,26.000,13.000,338.4000,338.4000,0.000100,0
19.7000,28.000,14.000,309.6000,309.6000,0.000100,0
19.7500,26.000,13.000,336.0000,336.0000,0.000100,0
19.8000,28.000,14.000,362.4000,362.4000,0.000100,0
19.8500,22.000,11.000,374.4000,374.4000,0.000100,0
19.9000,28.000,14.000,364.8000,364.8000,0.000100,0
19.9500,28.000,14.000,393.6000,393.6000,0.000100,0
20.0000,22.000,11.000,324.0000,324.0000,0.000100,0
20.0500,28.000,14.000,372.0000,372.0000,0.000100,0
20.1000,28.000,14.000,384.0000,384.0000,0.000100,0
20.1500,22.000,11.000,336.0000,336.0000,0.000100,0
20.2000,32.000,16.000,381.6000,381.6000,0.000100,0
20.2500,28.000,14.000,410.4000,410.4000,0.000100,0
20.3000,22.000,11.000,364.8000,364.8000,0.000100,0
20.3500,28.000,14.000,393.6000,393.6000,0.000100,0
20.4000,22.000,11.000,398.4000,398.4000,0.000100,0
20.4500,28.000,14.000,391.2000,391.2000,0.000100,0
20.5000,22.000,11.000,364.8000,364.8000,0.000100,0
20.5500,26.000,13.000,355.2000,355.2000,0.000100,0
20.6000,32.000,16.000,381.6000,381.6000,0.000100,0
20.6500,28.000,14.000,374.4000,374.4000,0.000100,0
20.7000,22.000,11.000,345.6000,345.6000,0.000100,0
20.7500,28.000,14.000,376.8000,376.8000,0.000100,0
20.8000,22.000,11.000,379.2000,379.2000,0.000100,0
20.8500,28.000,14.000,374.4000,374.4000,0.000100,0
20.9000,22.000,11.000,362.4000,362.4000,0.000100,0
20.9500,28.000,14.000,374.4000,374.4000,0.000100,0
21.0000,28.000,14.000,379.2000,379.2000,0.000100,0
21.0500,28.000,14.000,412.8000,412.8000,0.000100,0
21.1000,32.000,16.000,345.6000,345.6000,0.000100,0
21.1500,28.000,14.000,393.6000,393.6000,0.000100,0
21.2000,28.000,14.000,398.4000,398.4000,0.000100,0
21.2500,28.000,14.000,388.8000,388.8000,0.000100,0
21.3000,22.000,11.000,384.0000,384.0000,0.000100,0
21.3500,26.000,13.000,374.4000,374.4000,0.000100,0
21.4000,32.000,16.000,379.2000,379.2000,0.000100,0
21.4500,28.000,14.000,321.6000,321.6000,0.000100,0
21.5000,26.000,13.000,328.8000,328.8000,0.000100,0
21.5500,22.000,11.000,338.4000,338.4000,0.000100,0
21.6000,28.000,14.000,321.6000,321.6000,0.000100,0
21.6500,28.000,14.000,338.4000,338.4000,0.000100,0
21.7000,28.000,14.000,307.2000,307.2000,0.000100,0
21.7500,32.000,16.000,338.4000,338.4000,0.000100,0
21.8000,32.000,16.000,326.4000,326.4000,0.000100,0
21.8500,28.000,14.000,336.0000,336.0000,0.000100,0
21.9000,32.000,16.000,345.6000,345.6000,0.000100,0
21.9500,28.000,14.000,360.0000,360.0000,0.000100,0
22.0000,22.000,11.000,360.0000,360.0000,0.000100,0
22.0500,32.000,16.000,374.4000,374.4000,0.000100,0
22.1000,28.000,14.000,345.6000,345.6000,0.000100,0
22.1500,22.000,11.000,350.4000,350.4000,0.000100,0
22.2000,28.000,14.000,384.0000,384.0000,0.000100,0
22.2500,22.000,11.000,372.0000,372.0000,0.000100,0
22.3000,24.000,12.000,348.0000,348.0000,0.000100,0
22.3500,22.000,11.000,396.0000,396.0000,0.000100,0
22.4000,28.000,14.000,379.2000,379.2000,0.000100,0
22.4500,32.000,16.000,369.6000,369.6000,0.000100,0
22.5000,28.000,14.000,384.0000,384.0000,0.000100,0
22.5500,26.000,13.000,336.0000,336.0000,0.000100,0
22.6000,28.000,14.000,364.8000,364.8000,0.000100,0
22.6500,22.000,11.000,316.8000,316.8000,0.000100,0
22.7000,30.000,15.000,328.8000,328.8000,0.000100,0
22.7500,28.000,14.000,340.8000,340.8000,0.000100,0
22.8000,22.000,11.000,396.0000,396.0000,0.000100,0
22.8500,38.000,19.000,408.0000,408.0000,0.000100,0
22.9000,22.000,11.000,400.8000,400.8000,0.000100,0
