t_s,rtt_ms,owd_ms,capacity_mbps,udp_sat_mbps,loss_p,reconfig
22.8500,52.000,26.000,408.7200,408.7200,0.000100,0
22.9000,50.000,25.000,437.7600,437.7600,0.000100,0
22.9500,46.000,23.000,407.5200,407.5200,0.000100,0
23.0000,52.000,26.000,431.2800,431.2800,0.000100,0
23.0500,50.000,25.000,414.2400,414.2400,0.000100,0
23.1000,46.000,23.000,432.0000,432.0000,0.000100,0
23.1500,50.000,25.000,410.8800,410.8800,0.000100,0
23.2000,50.000,25.000,435.1200,435.1200,0.000100,0
23.2500,58.000,29.000,411.6000,411.6000,0.000100,0
23.3000,52.000,26.000,394.3200,394.3200,0.000100,0
23.3500,50.000,25.000,441.6000,441.6000,0.000100,0
23.4000,50.000,25.000,397.9200,397.9200,0.000100,0
23.4500,50.000,25.000,406.5600,406.5600,0.000100,0
23.5000,50.000,25.000,435.1200,435.1200,0.000100,0
23.5500,48.000,24.000,407.5200,407.5200,0.000100,0
23.6000,52.000,26.000,433.4400,433.4400,0.000100,0
23.6500,50.000,25.000,414.0000,414.0000,0.000100,0
23.7000,54.000,27.000,428.1600,428.1600,0.000100,0
23.7500,46.000,23.000,411.3600,411.3600,0.000100,0
23.8000,50.000,25.000,425.2800,425.2800,0.000100,0
23.8500,52.000,26.000,407.0400,407.0400,0.000100,0
23.9000,46.000,23.000,413.5200,413.5200,0.000100,0
23.9500,46.000,23.000,387.8400,387.8400,0.000100,0
24.0000,52.000,26.000,368.1600,368.1600,0.000100,0
24.0500,50.000,25.000,417.1200,417.1200,0.000100,0
24.1000,46.000,23.000,371.2800,371.2800,0.000100,0
24.1500,52.000,26.000,402.7200,402.7200,0.000100,0
24.2000,46.000,23.000,433.9200,433.9200,0.000100,0
24.2500,46.000,23.000,410.4000,410.4000,0.000100,0
24.3000,50.000,25.000,428.6400,428.6400,0.000100,0
24.3500,46.000,23.000,412.3200,412.3200,0.000100,0
24.4000,46.000,23.000,429.6000,429.6000,0.000100,0
24.4500,50.000,25.000,407.7600,407.7600,0.000100,0
24.5000,58.000,29.000,429.1200,429.1200,0.000100,0
24.5500,50.000,25.000,412.5600,412.5600,0.000100,0
24.6000,52.000,26.000,398.4000,398.4000,0.000100,0
24.6500,52.000,26.000,439.6800,439.6800,0.000100,0
24.7000,50.000,25.000,399.3600,399.3600,0.000100,0
24.7500,52.000,26.000,405.8400,405.8400,0.000100,0
24.8000,56.000,28.000,430.3200,430.3200,0.000100,0
24.8500,52.000,26.000,423.8400,423.8400,0.000100,0
24.9000,52.000,26.000,437.2800,437.2800,0.000100,0
24.9500,46.000,23.000,414.0000,414.0000,0.000100,0
25.0000,50.000,25.000,428.6400,428.6400,0.000100,0
25.0500,52.000,26.000,409.6800,409.6800,0.000100,0
25.1000,46.000,23.000,428.8800,428.8800,0.000100,0
25.1500,50.000,25.000,404.6400,404.6400,0.000100,0
25.2000,52.000,26.000,394.3200,394.3200,0.000100,0
25.2500,46.000,23.000,446.8800,446.8800,0.000100,0
25.3000,50.000,25.000,397.2000,397.2000,0.000100,0
25.3500,52.000,26.000,416.1600,416.1600,0.000100,0
25.4000,46.000,23.000,426.2400,426.2400,0.000100,0
25.4500,50.000,25.000,412.3200,412.3200,0.000100,0
25.5000,52.000,26.000,433.9200,433.9200,0.000100,0
25.5500,54.000,27.000,407.5200,407.5200,0.000100,0
25.6000,50.000,25.000,426.4800,426.4800,0.000100,0
25.6500,50.000,25.000,390.2400,390.2400,0.000100,0
25.7000,54.000,27.000,423.1200,423.1200,0.000100,0
25.7500,48.000,24.000,410.4000,410.4000,0.000100,0
25.8000,48.000,24.000,434.4000,434.4000,0.000100,0
25.8500,46.000,23.000,405.6000,405.6000,0.000100,0
25.9000,52.000,26.000,398.6400,398.6400,0.000100,0
25.9500,52.000,26.000,442.0800,442.0800,0.000100,0
26.0000,46.000,23.000,399.1200,399.1200,0.000100,0
26.0500,52.000,26.000,411.6000,411.6000,0.000100,0
26.1000,46.000,23.000,439.6800,439.6800,0.000100,0
26.1500,46.000,23.000,426.9600,426.9600,0.000100,0
26.2000,52.000,26.000,445.6800,445.6800,0.000100,0
26.2500,46.000,23.000,428.4000,428.4000,0.000100,0
26.3000,46.000,23.000,446.4000,446.4000,0.000100,0
26.3500,52.000,26.000,422.4000,422.4000,0.000100,0
26.4000,46.000,23.000,451.4400,451.4400,0.000100,0
26.4500,50.000,25.000,421.6800,421.6800,0.000100,0
26.5000,50.000,25.000,415.9200,415.9200,0.000100,0
26.5500,46.000,23.000,458.4000,458.4000,0.000100,0
26.6000,48.000,24.000,415.2000,415.2000,0.000100,0
26.6500,52.000,26.000,427.6800,427.6800,0.000100,0
26.7000,52.000,26.000,445.2000,445.2000,0.000100,0
26.7500,50.000,25.000,428.1600,428.1600,0.000100,0
26.8000,52.000,26.000,445.4400,445.4400,0.000100,0
26.8500,46.000,23.000,428.1600,428.1600,0.000100,0
26.9000,48.000,24.000,445.6800,445.6800,0.000100,0
26.9500,52.000,26.000,421.2000,421.2000,0.000100,0
27.0000,48.000,24.000,450.2400,450.2400,0.000100,0
27.0500,50.000,25.000,420.9600,420.9600,0.000100,0
27.1000,52.000,26.000,415.6800,415.6800,0.000100,0
27.1500,46.000,23.000,456.7200,456.7200,0.000100,0
27.2000,52.000,26.000,415.9200,415.9200,0.000100,0
27.2500,50.000,25.000,428.8800,428.8800,0.000100,0
27.3000,48.000,24.000,446.4000,446.4000,0.000100,0
27.3500,52.000,26.000,427.4400,427.4400,0.000100,0
27.4000,52.000,26.000,445.9200,445.9200,0.000100,0
27.4500,48.000,24.000,427.9200,427.9200,0.000100,0
27.5000,54.000,27.000,444.7200,444.7200,0.000100,0
27.5500,54.000,27.000,428.8800,428.8800,0.000100,0
27.6000,48.000,24.000,444.9600,444.9600,0.000100,0
27.6500,52.000,26.000,420.2400,420.2400,0.000100,0
27.7000,46.000,23.000,453.6000,453.6000,0.000100,0
27.7500,46.000,23.000,420.0000,420.0000,0.000100,0
27.8000,56.000,28.000,416.6400,416.6400,0.000100,0
27.8500,46.000,23.000,455.0400,455.0400,0.000100,0
27.9000,50.000,25.000,418.0800,418.0800,0.000100,0
27.9500,52.000,26.000,428.6400,428.6400,0.000100,0
28.0000,46.000,23.000,445.6800,445.6800,0.000100,0
28.0500,46.000,23.000,428.1600,428.1600,0.000100,0
28.1000,54.000,27.000,445.4400,445.4400,0.000100,0
28.1500,48.000,24.000,428.1600,428.1600,0.000100,0
28.2000,48.000,24.000,445.6800,445.6800,0.000100,0
28.2500,52.000,26.000,420.7200,420.7200,0.000100,0
28.3000,50.000,25.000,454.0800,454.0800,0.000100,0
28.3500,54.000,27.000,420.9600,420.9600,0.000100,0
28.4000,52.000,26.000,418.0800,418.0800,0.000100,0
28.4500,48.000,24.000,456.4800,456.4800,0.000100,0
28.5000,48.000,24.000,417.1200,417.1200,0.000100,0
28.5500,52.000,26.000,428.1600,428.1600,0.000100,0
28.6000,48.000,24.000,446.1600,446.1600,0.000100,0
28.6500,48.000,24.000,428.8800,428.8800,0.000100,0
28.7000,52.000,26.000,445.4400,445.4400,0.000100,0
28.7500,46.000,23.000,428.1600,428.1600,0.000100,0
28.8000,52.000,26.000,445.9200,445.9200,0.000100,0
28.8500,52.000,26.000,420.2400,420.2400,0.000100,0
28.9000,50.000,25.000,453.8400,453.8400,0.000100,0
28.9500,54.000,27.000,418.3200,418.3200,0.000100,0
29.0000,52.000,26.000,419.5200,419.5200,0.000100,0
29.0500,50.000,25.000,454.0800,454.0800,0.000100,0
29.1000,50.000,25.000,419.2800,419.2800,0.000100,0
29.1500,52.000,26.000,427.2000,427.2000,0.000100,0
29.2000,48.000,24.000,445.6800,445.6800,0.000100,0
29.2500,52.000,26.000,428.8800,428.8800,0.000100,0
29.3000,52.000,26.000,445.9200,445.9200,0.000100,0
29.3500,46.000,23.000,427.9200,427.9200,0.000100,0
29.4000,54.000,27.000,445.9200,445.9200,0.000100,0
29.4500,46.000,23.000,428.1600,428.1600,0.000100,0
29.5000,50.000,25.000,445.6800,445.6800,0.000100,0
29.5500,52.000,26.000,418.0800,418.0800,0.000100,0
29.6000,52.000,26.000,455.0400,455.0400,0.000100,0
29.6500,50.000,25.000,418.8000,418.8000,0.000100,0
29.7000,52.000,26.000,417.3600,417.3600,0.000100,0
29.7500,52.000,26.000,453.8400,453.8400,0.000100,0
29.8000,50.000,25.000,417.6000,417.6000,0.000100,0
29.8500,52.000,26.000,429.8400,429.8400,0.000100,0
29.9000,52.000,26.000,444.7200,444.7200,0.000100,0
29.9500,46.000,23.000,427.6800,427.6800,0.000100,0
30.0000,52.000,26.000,444.7200,444.7200,0.000100,0
30.0500,48.000,24.000,427.2000,427.2000,0.000100,0
30.1000,48.000,24.000,444.7200,444.7200,0.000100,0
30.1500,52.000,26.000,416.8800,416.8800,0.000100,0
30.2000,56.000,28.000,455.2800,455.2800,0.000100,0
30.2500,52.000,26.000,418.3200,418.3200,0.000100,0
30.3000,52.000,26.000,420.2400,420.2400,0.000100,0
30.3500,48.000,24.000,451.4400,451.4400,0.000100,0
30.4000,48.000,24.000,422.4000,422.4000,0.000100,0
30.4500,52.000,26.000,427.9200,427.9200,0.000100,0
30.5000,48.000,24.000,444.2400,444.2400,0.000100,0
30.5500,52.000,26.000,286.8000,286.8000,0.000100,0
30.6000,48.000,24.000,16.5600,16.5600,0.000100,0
30.6500,82.000,41.000,45.1200,45.1200,0.000100,0
30.7000,60.000,30.000,120.9600,120.9600,0.000100,0
30.7500,60.000,30.000,240.7200,240.7200,0.000100,0
30.8000,60.000,30.000,313.6800,313.6800,0.000100,0
30.8500,56.000,28.000,312.9600,312.9600,0.000100,0
30.9000,50.000,25.000,316.8000,316.8000,0.000100,0
30.9500,50.000,25.000,347.7600,347.7600,0.000100,0
31.0000,60.000,30.000,328.0800,328.0800,0.000100,0
31.0500,60.000,30.000,320.8800,320.8800,0.000100,0
31.1000,60.000,30.000,343.2000,343.2000,0.000100,0
31.1500,60.000,30.000,320.8800,320.8800,0.000100,0
31.2000,60.000,30.000,327.6000,327.6000,0.000100,0
31.2500,60.000,30.000,360.0000,360.0000,0.000100,0
31.3000,60.000,30.000,373.6800,373.6800,0.000100,0
31.3500,60.000,30.000,368.8800,368.8800,0.000100,0
31.4000,60.000,30.000,372.0000,372.0000,0.000100,0
31.4500,54.000,27.000,404.4000,404.4000,0.000100,0
31.5000,50.000,25.000,362.4000,362.4000,0.000100,0
31.5500,60.000,30.000,363.1200,363.1200,0.000100,0
31.6000,60.000,30.000,431.2800,431.2800,0.000100,0
31.6500,54.000,27.000,362.1600,362.1600,0.000100,0
31.7000,50.000,25.000,362.6400,362.6400,0.000100,0
31.7500,60.000,30.000,362.4000,362.4000,0.000100,0
31.8000,50.000,25.000,424.3200,424.3200,0.000100,0
31.8500,50.000,25.000,370.0800,370.0800,0.000100,0
31.9000,72.000,36.000,362.6400,362.6400,0.000100,0
31.9500,50.000,25.000,397.2000,397.2000,0.000100,0
32.0000,50.000,25.000,372.2400,372.2400,0.000100,0
32.0500,56.000,28.000,370.3200,370.3200,0.000100,0
32.1000,60.000,30.000,362.6400,362.6400,0.000100,0
32.1500,54.000,27.000,397.2000,397.2000,0.000100,0
32.2000,60.000,30.000,372.2400,372.2400,0.000100,0
32.2500,60.000,30.000,370.5600,370.5600,0.000100,0
32.3000,50.000,25.000,379.9200,379.9200,0.000100,0
32.3500,50.000,25.000,379.9200,379.9200,0.000100,0
32.4000,50.000,25.000,372.2400,372.2400,0.000100,0
32.4500,54.000,27.000,405.3600,405.3600,0.000100,0
32.5000,50.000,25.000,361.9200,361.9200,0.000100,0
32.5500,56.000,28.000,362.8800,362.8800,0.000100,0
32.6000,54.000,27.000,361.6800,361.6800,0.000100,0
32.6500,50.000,25.000,432.2400,432.2400,0.000100,0
32.7000,50.000,25.000,362.6400,362.6400,0.000100,0
32.7500,56.000,28.000,362.1600,362.1600,0.000100,0
32.8000,56.000,28.000,424.8000,424.8000,0.000100,0
32.8500,50.000,25.000,370.3200,370.3200,0.000100,0
32.9000,60.000,30.000,362.6400,362.6400,0.000100,0
32.9500,60.000,30.000,362.6400,362.6400,0.000100,0
33.0000,50.000,25.000,407.2800,407.2800,0.000100,0
33.0500,50.000,25.000,370.5600,370.5600,0.000100,0
33.1000,60.000,30.000,372.0000,372.0000,0.000100,0
33.1500,54.000,27.000,387.3600,387.3600,0.000100,0
33.2000,50.000,25.000,372.4800,372.4800,0.000100,0
33.2500,56.000,28.000,370.5600,370.5600,0.000100,0
33.3000,54.000,27.000,380.1600,380.1600,0.000100,0
33.3500,50.000,25.000,379.9200,379.9200,0.000100,0
33.4000,50.000,25.000,372.0000,372.0000,0.000100,0
33.4500,60.000,30.000,371.0400,371.0400,0.000100,0
33.5000,54.000,27.000,396.9600,396.9600,0.000100,0
33.5500,50.000,25.000,363.1200,363.1200,0.000100,0
33.6000,68.000,34.000,362.4000,362.4000,0.000100,0
33.6500,58.000,29.000,432.2400,432.2400,0.000100,0
33.7000,58.000,29.000,361.6800,361.6800,0.000100,0
33.7500,50.000,25.000,362.6400,362.6400,0.000100,0
33.8000,60.000,30.000,362.4000,362.4000,0.000100,0
33.8500,54.000,27.000,432.2400,432.2400,0.000100,0
33.9000,50.000,25.000,362.4000,362.4000,0.000100,0
33.9500,60.000,30.000,362.6400,362.6400,0.000100,0
34.0000,60.000,30.000,407.0400,407.0400,0.000100,0
34.0500,54.000,27.000,370.5600,370.5600,0.000100,0
34.1000,50.000,25.000,370.5600,370.5600,0.000100,0
34.1500,60.000,30.000,324.4800,324.4800,0.000100,0
34.2000,50.000,25.000,341.7600,341.7600,0.000100,0
34.2500,56.000,28.000,322.5600,322.5600,0.000100,0
34.3000,60.000,30.000,324.9600,324.9600,0.000100,0
34.3500,56.000,28.000,339.6000,339.6000,0.000100,0
34.4000,56.000,28.000,326.1600,326.1600,0.000100,0
34.4500,60.000,30.000,323.0400,323.0400,0.000100,0
34.5000,54.000,27.000,347.0400,347.0400,0.000100,0
34.5500,50.000,25.000,317.2800,317.2800,0.000100,0
34.6000,60.000,30.000,322.8000,322.8000,0.000100,0
34.6500,60.000,30.000,324.9600,324.9600,0.000100,0
34.7000,56.000,28.000,362.1600,362.1600,0.000100,0
34.7500,50.000,25.000,315.8400,315.8400,0.000100,0
34.8000,56.000,28.000,315.6000,315.6000,0.000100,0
34.8500,50.000,25.000,377.7600,377.7600,0.000100,0
34.9000,50.000,25.000,316.5600,316.5600,0.000100,0
34.9500,50.000,25.000,317.0400,317.0400,0.000100,0
35.0000,56.000,28.000,316.8000,316.8000,0.000100,0
35.0500,54.000,27.000,361.6800,361.6800,0.000100,0
35.1000,56.000,28.000,324.4800,324.4800,0.000100,0
35.1500,60.000,30.000,324.2400,324.2400,0.000100,0
35.2000,54.000,27.000,339.3600,339.3600,0.000100,0
35.2500,50.000,25.000,323.7600,323.7600,0.000100,0
35.3000,60.000,30.000,317.0400,317.0400,0.000100,0
35.3500,60.000,30.000,332.4000,332.4000,0.000100,0
35.4000,50.000,25.000,339.1200,339.1200,0.000100,0
35.4500,56.000,28.000,324.9600,324.9600,0.000100,0
35.5000,60.000,30.000,322.8000,322.8000,0.000100,0
35.5500,54.000,27.000,340.5600,340.5600,0.000100,0
35.6000,50.000,25.000,316.5600,316.5600,0.000100,0
35.6500,60.000,30.000,332.4000,332.4000,0.000100,0
35.7000,50.000,25.000,362.4000,362.4000,0.000100,0
35.7500,50.000,25.000,316.8000,316.8000,0.000100,0
35.8000,56.000,28.000,317.0400,317.0400,0.000100,0
35.8500,60.000,30.000,317.2800,317.2800,0.000100,0
35.9000,50.000,25.000,377.2800,377.2800,0.000100,0
35.9500,50.000,25.000,317.2800,317.2800,0.000100,0
36.0000,60.000,30.000,317.0400,317.0400,0.000100,0
36.0500,54.000,27.000,362.1600,362.1600,0.000100,0
36.1000,50.000,25.000,322.8000,322.8000,0.000100,0
36.1500,50.000,25.000,325.4400,325.4400,0.000100,0
36.2000,56.000,28.000,316.3200,316.3200,0.000100,0
36.2500,50.000,25.000,347.5200,347.5200,0.000100,0
36.3000,56.000,28.000,320.6400,320.6400,0.000100,0
36.3500,60.000,30.000,328.5600,328.5600,0.000100,0
36.4000,60.000,30.000,337.6800,337.6800,0.000100,0
36.4500,50.000,25.000,322.8000,322.8000,0.000100,0
36.5000,50.000,25.000,326.4000,326.4000,0.000100,0
36.5500,50.000,25.000,340.8000,340.8000,0.000100,0
36.6000,60.000,30.000,316.3200,316.3200,0.000100,0
36.6500,56.000,28.000,332.4000,332.4000,0.000100,0
36.7000,54.000,27.000,322.8000,322.8000,0.000100,0
36.7500,50.000,25.000,356.6400,356.6400,0.000100,0
36.8000,50.000,25.000,315.8400,315.8400,0.000100,0
36.8500,66.000,33.000,317.2800,317.2800,0.000100,0
36.9000,60.000,30.000,377.2800,377.2800,0.000100,0
36.9500,50.000,25.000,316.8000,316.8000,0.000100,0
37.0000,72.000,36.000,316.0800,316.0800,0.000100,0
37.0500,60.000,30.000,314.4000,314.4000,0.000100,0
37.1000,54.000,27.000,365.0400,365.0400,0.000100,0
37.1500,50.000,25.000,326.8800,326.8800,0.000100,0
37.2000,66.000,33.000,317.0400,317.0400,0.000100,0
37.2500,50.000,25.000,346.8000,346.8000,0.000100,0
37.3000,50.000,25.000,317.2800,317.2800,0.000100,0
37.3500,56.000,28.000,329.5200,329.5200,0.000100,0
37.4000,60.000,30.000,317.2800,317.2800,0.000100,0
37.4500,50.000,25.000,339.8400,339.8400,0.000100,0
37.5000,50.000,25.000,322.3200,322.3200,0.000100,0
37.5500,60.000,30.000,330.0000,330.0000,0.000100,0
37.6000,50.000,25.000,330.4800,330.4800,0.000100,0
37.6500,50.000,25.000,330.9600,330.9600,0.000100,0
37.7000,60.000,30.000,317.2800,317.2800,0.000100,0
37.7500,54.000,27.000,361.6800,361.6800,0.000100,0
37.8000,50.000,25.000,316.3200,316.3200,0.000100,0
37.8500,50.000,25.000,316.8000,316.8000,0.000100,0
37.9000,56.000,28.000,316.8000,316.8000,0.000100,0
37.9500,54.000,27.000,376.8000,376.8000,0.000100,0
38.0000,60.000,30.000,317.0400,317.0400,0.000100,0
38.0500,50.000,25.000,314.1600,314.1600,0.000100,0
38.1000,54.000,27.000,358.8000,358.8000,0.000100,0
38.1500,50.000,25.000,328.5600,328.5600,0.000100,0
38.2000,60.000,30.000,314.8800,314.8800,0.000100,0
38.2500,60.000,30.000,313.6800,313.6800,0.000100,0
38.3000,50.000,25.000,346.3200,346.3200,0.000100,0
38.3500,50.000,25.000,331.6800,331.6800,0.000100,0
38.4000,60.000,30.000,317.5200,317.5200,0.000100,0
38.4500,50.000,25.000,340.5600,340.5600,0.000100,0
38.5000,50.000,25.000,318.9600,318.9600,0.000100,0
38.5500,60.000,30.000,324.2400,324.2400,0.000100,0
38.6000,56.000,28.000,330.2400,330.2400,0.000100,0
38.6500,50.000,25.000,329.0400,329.0400,0.000100,0
38.7000,60.000,30.000,318.0000,318.0000,0.000100,0
38.7500,60.000,30.000,326.8800,326.8800,0.000100,0
38.8000,50.000,25.000,346.0800,346.0800,0.000100,0
38.8500,56.000,28.000,277.9200,277.9200,0.000100,0
38.9000,60.000,30.000,271.2000,271.2000,0.000100,0
38.9500,60.000,30.000,342.9600,342.9600,0.000100,0
39.0000,50.000,25.000,270.2400,270.2400,0.000100,0
39.0500,60.000,30.000,270.7200,270.7200,0.000100,0
39.1000,60.000,30.000,270.4800,270.4800,0.000100,0
39.1500,60.000,30.000,322.8000,322.8000,0.000100,0
39.2000,60.000,30.000,270.4800,270.4800,0.000100,0
39.2500,60.000,30.000,270.7200,270.7200,0.000100,0
39.3000,60.000,30.000,296.8800,296.8800,0.000100,0
39.3500,60.000,30.000,284.1600,284.1600,0.000100,0
39.4000,60.000,30.000,273.1200,273.1200,0.000100,0
39.4500,60.000,30.000,278.6400,278.6400,0.000100,0
39.5000,60.000,30.000,286.5600,286.5600,0.000100,0
39.5500,60.000,30.000,284.4000,284.4000,0.000100,0
39.6000,60.000,30.000,270.2400,270.2400,0.000100,0
39.6500,60.000,30.000,296.8800,296.8800,0.000100,0
39.7000,60.000,30.000,273.1200,273.1200,0.000100,0
39.7500,60.000,30.000,314.4000,314.4000,0.000100,0
39.8000,60.000,30.000,347.5200,347.5200,0.000100,0
39.8500,54.000,27.000,315.6000,315.6000,0.000100,0
39.9000,60.000,30.000,315.6000,315.6000,0.000100,0
39.9500,60.000,30.000,325.4400,325.4400,0.000100,0
40.0000,50.000,25.000,363.8400,363.8400,0.000100,0
40.0500,50.000,25.000,312.0000,312.0000,0.000100,0
40.1000,50.000,25.000,315.1200,315.1200,0.000100,0
40.1500,50.000,25.000,375.8400,375.8400,0.000100,0
40.2000,50.000,25.000,314.1600,314.1600,0.000100,0
40.2500,50.000,25.000,316.3200,316.3200,0.000100,0
40.3000,60.000,30.000,316.8000,316.8000,0.000100,0
40.3500,60.000,30.000,361.9200,361.9200,0.000100,0
40.4000,60.000,30.000,317.7600,317.7600,0.000100,0
40.4500,60.000,30.000,329.0400,329.0400,0.000100,0
40.5000,54.000,27.000,335.0400,335.0400,0.000100,0
40.5500,50.000,25.000,329.0400,329.0400,0.000100,0
40.6000,60.000,30.000,320.4000,320.4000,0.000100,0
40.6500,60.000,30.000,332.4000,332.4000,0.000100,0
40.7000,50.000,25.000,331.6800,331.6800,0.000100,0
40.7500,56.000,28.000,330.4800,330.4800,0.000100,0
40.8000,60.000,30.000,318.7200,318.7200,0.000100,0
40.8500,54.000,27.000,347.5200,347.5200,0.000100,0
40.9000,56.000,28.000,316.8000,316.8000,0.000100,0
40.9500,50.000,25.000,327.1200,327.1200,0.000100,0
41.0000,54.000,27.000,367.9200,367.9200,0.000100,0
41.0500,50.000,25.000,317.0400,317.0400,0.000100,0
41.1000,50.000,25.000,316.8000,316.8000,0.000100,0
41.1500,60.000,30.000,317.5200,317.5200,0.000100,0
41.2000,50.000,25.000,377.0400,377.0400,0.000100,0
41.2500,50.000,25.000,317.2800,317.2800,0.000100,0
41.3000,60.000,30.000,316.5600,316.5600,0.000100,0
41.3500,50.000,25.000,359.5200,359.5200,0.000100,0
41.4000,50.000,25.000,320.1600,320.1600,0.000100,0
41.4500,50.000,25.000,329.0400,329.0400,0.000100,0
41.5000,60.000,30.000,319.9200,319.9200,0.000100,0
41.5500,56.000,28.000,344.1600,344.1600,0.000100,0
41.6000,60.000,30.000,320.1600,320.1600,0.000100,0
41.6500,60.000,30.000,329.0400,329.0400,0.000100,0
41.7000,60.000,30.000,335.2800,335.2800,0.000100,0
41.7500,50.000,25.000,328.8000,328.8000,0.000100,0
41.8000,60.000,30.000,320.4000,320.4000,0.000100,0
41.8500,50.000,25.000,348.0000,348.0000,0.000100,0
41.9000,60.000,30.000,316.5600,316.5600,0.000100,0
41.9500,50.000,25.000,317.5200,317.5200,0.000100,0
42.0000,60.000,30.000,331.9200,331.9200,0.000100,0
42.0500,50.000,25.000,362.6400,362.6400,0.000100,0
42.1000,50.000,25.000,316.8000,316.8000,0.000100,0
42.1500,56.000,28.000,317.2800,317.2800,0.000100,0
42.2000,54.000,27.000,377.2800,377.2800,0.000100,0
42.2500,50.000,25.000,316.8000,316.8000,0.000100,0
42.3000,50.000,25.000,316.8000,316.8000,0.000100,0
42.3500,60.000,30.000,317.2800,317.2800,0.000100,0
42.4000,54.000,27.000,361.9200,361.9200,0.000100,0
42.4500,56.000,28.000,329.0400,329.0400,0.000100,0
42.5000,60.000,30.000,319.9200,319.9200,0.000100,0
42.5500,54.000,27.000,344.1600,344.1600,0.000100,0
42.6000,50.000,25.000,319.9200,319.9200,0.000100,0
42.6500,56.000,28.000,327.3600,327.3600,0.000100,0
42.7000,60.000,30.000,322.5600,322.5600,0.000100,0
42.7500,50.000,25.000,343.4400,343.4400,0.000100,0
42.8000,50.000,25.000,320.4000,320.4000,0.000100,0
42.8500,60.000,30.000,327.1200,327.1200,0.000100,0
42.9000,50.000,25.000,336.9600,336.9600,0.000100,0
42.9500,50.000,25.000,327.1200,327.1200,0.000100,0
43.0000,56.000,28.000,322.0800,322.0800,0.000100,0
43.0500,54.000,27.000,362.8800,362.8800,0.000100,0
43.1000,50.000,25.000,316.3200,316.3200,0.000100,0
43.1500,60.000,30.000,317.2800,317.2800,0.000100,0
43.2000,50.000,25.000,316.8000,316.8000,0.000100,0
43.2500,50.000,25.000,377.5200,377.5200,0.000100,0
43.3000,50.000,25.000,316.8000,316.8000,0.000100,0
43.3500,60.000,30.000,317.5200,317.5200,0.000100,0
43.4000,60.000,30.000,362.4000,362.4000,0.000100,0
43.4500,60.000,30.000,326.8800,326.8800,0.000100,0
43.5000,60.000,30.000,322.0800,322.0800,0.000100,0
43.5500,60.000,30.000,317.5200,317.5200,0.000100,0
43.6000,50.000,25.000,346.5600,346.5600,0.000100,0
43.6500,50.000,25.000,327.3600,327.3600,0.000100,0
43.7000,60.000,30.000,322.5600,322.5600,0.000100,0
43.7500,50.000,25.000,341.7600,341.7600,0.000100,0
43.8000,56.000,28.000,322.0800,322.0800,0.000100,0
43.8500,60.000,30.000,326.6400,326.6400,0.000100,0
43.9000,54.000,27.000,337.6800,337.6800,0.000100,0
43.9500,50.000,25.000,324.9600,324.9600,0.000100,0
44.0000,50.000,25.000,324.2400,324.2400,0.000100,0
44.0500,60.000,30.000,317.2800,317.2800,0.000100,0
44.1000,50.000,25.000,361.9200,361.9200,0.000100,0
44.1500,56.000,28.000,317.2800,317.2800,0.000100,0
44.2000,60.000,30.000,316.8000,316.8000,0.000100,0
44.2500,60.000,30.000,378.0000,378.0000,0.000100,0
44.3000,60.000,30.000,316.5600,316.5600,0.000100,0
44.3500,60.000,30.000,317.5200,317.5200,0.000100,0
44.4000,60.000,30.000,316.8000,316.8000,0.000100,0
44.4500,50.000,25.000,370.8000,370.8000,0.000100,0
44.5000,50.000,25.000,323.7600,323.7600,0.000100,0
44.5500,60.000,30.000,317.5200,317.5200,0.000100,0
44.6000,56.000,28.000,346.8000,346.8000,0.000100,0
44.6500,60.000,30.000,325.4400,325.4400,0.000100,0
44.7000,66.000,33.000,324.2400,324.2400,0.000100,0
44.7500,50.000,25.000,324.4800,324.4800,0.000100,0
44.8000,50.000,25.000,339.3600,339.3600,0.000100,0
44.8500,60.000,30.000,317.2800,317.2800,0.000100,0
44.9000,54.000,27.000,331.6800,331.6800,0.000100,0
44.9500,60.000,30.000,338.4000,338.4000,0.000100,0
45.0000,50.000,25.000,326.1600,326.1600,0.000100,0
45.0500,50.000,25.000,316.8000,316.8000,0.000100,0
45.1000,54.000,27.000,362.1600,362.1600,0.000100,0
45.1500,50.000,25.000,316.5600,316.5600,0.000100,0
45.2000,50.000,25.000,316.8000,316.8000,0.000100,0
45.2500,60.000,30.000,317.0400,317.0400,0.000100,0
45.3000,50.000,25.000,377.2800,377.2800,0.000100,0
45.3500,50.000,25.000,317.5200,317.5200,0.000100,0
45.4000,60.000,30.000,316.3200,316.3200,0.000100,0
45.4500,50.000,25.000,370.3200,370.3200,0.000100,0
45.5000,50.000,25.000,323.5200,323.5200,0.000100,0
45.5500,50.000,25.000,196.3200,196.3200,0.000100,0
45.6000,50.000,25.000,22.8000,22.8000,0.000100,0
45.6500,74.000,37.000,121.4400,121.4400,0.000100,0
45.7000,74.000,37.000,218.8800,218.8800,0.000100,0
45.7500,74.000,37.000,440.6400,440.6400,0.000100,0
45.8000,50.000,25.000,413.0400,413.0400,0.000100,0
45.8500,50.000,25.000,448.3200,448.3200,0.000100,0
45.9000,52.000,26.000,430.5600,430.5600,0.000100,0
45.9500,52.000,26.000,447.8400,447.8400,0.000100,0
46.0000,52.000,26.000,430.3200,430.3200,0.000100,0
46.0500,46.000,23.000,447.6000,447.6000,0.000100,0
