scenario,seed,cca,path_profile,openslot,fill_gap,goodput_mbps,avg_rtt_ms,p95_rtt_ms,p99_rtt_ms,p95_path_rtt_ms,p95_excess_rtt_ms,mean_excess_rtt_ms,loss_rate,jain_fairness,handovers
leo_fast_ho,13,CUBIC,starlink_v1,True,True,9.410773333333333,50.00734919488747,70.21163933117613,70.21163933117613,68.2116393311751,2.0000000000010285,2.005463242128322,0.0011547867041028892,1.0,7
leo_fast_ho,13,BBRv3approx,starlink_v1,True,True,97.31434666666667,57.188366611943025,72.21163933117715,99.40991396971545,68.2116393311751,7.999999999998411,4.023649544788332,0.012191662462022863,1.0,7
leo_fast_ho,13,LeoAware,starlink_v1,True,True,96.79904,56.85485041574673,72.21163933117715,99.00009927561702,68.2116393311751,7.999999999998411,3.915128634884955,0.010855087470706851,1.0,7
leo_fast_ho,7,CUBIC,starlink_v1,True,True,8.24064,47.96053049284404,63.96016278419523,65.81399906136353,61.960162784195624,2.000000000001022,2.0137206171690556,0.0013959981386691485,1.0,8
leo_fast_ho,7,BBRv3approx,starlink_v1,True,True,75.08416,54.800264874404405,67.81399906136456,99.1528695717581,63.81399906136251,10.000000000001563,5.220424654148619,0.015404369956652918,1.0,8
leo_fast_ho,7,LeoAware,starlink_v1,True,True,75.36490666666667,54.52674360810414,67.81399906136456,97.1528695717571,63.81399906136251,10.000000000001563,5.0531741740811995,0.013377534121090422,1.0,8
leo_fast_ho,42,CUBIC,starlink_v1,True,True,8.173333333333334,49.5415775683209,89.55511216494824,89.55511216494895,87.55511216494864,2.000000000001022,2.004750407830543,0.0013033561420658195,1.0,7
leo_fast_ho,42,BBRv3approx,starlink_v1,True,True,81.2496,54.05519625461227,97.55511216494665,97.5551121649502,87.55511216494864,9.99999999999801,4.825550238606802,0.014222762891400988,1.0,7
leo_fast_ho,42,LeoAware,starlink_v1,True,True,81.25408,53.72341052149442,97.55511216494665,97.5551121649502,87.55511216494864,9.999999999998003,4.516918124809315,0.011094335605599356,1.0,7
leo_fast_ho,99,CUBIC,starlink_v1,True,True,9.054293333333334,51.05299951200897,56.757375197692525,60.700850999569234,54.75737519769293,2.000000000001022,2.014490363319529,0.0012001976796178193,1.0,7
leo_fast_ho,99,BBRv3approx,starlink_v1,True,True,72.98186666666668,56.9218598648757,64.09179554502283,104.70379114461726,58.70085099956821,10.000000000005116,5.358312201752943,0.015464377395848923,1.0,7
leo_fast_ho,99,LeoAware,starlink_v1,True,True,73.19456,56.605842213660345,64.09179554502283,104.70379114461726,58.70085099956821,10.000000000005116,5.189232278100634,0.01345396567067832,1.0,7
leo_fast_ho,123,CUBIC,starlink_v1,True,True,7.96448,50.10491045905004,77.64786586311722,77.64786586311722,75.64786586311762,2.000000000001022,2.012053517618422,0.0015645057766367138,1.0,8
leo_fast_ho,123,BBRv3approx,starlink_v1,True,True,85.56522666666667,57.573089903798824,81.64786586311642,101.90763795451373,75.64786586311762,9.99999999999801,4.560277446040858,0.013595169878140256,1.0,8
leo_fast_ho,123,LeoAware,starlink_v1,True,True,85.61461333333332,57.2146968394001,79.6478658631168,100.59349444160132,75.64786586311762,9.99999999999801,4.330361047397983,0.011381034319238013,1.0,8
leo_single,13,CUBIC,starlink_v1,True,True,10.661866666666667,47.766085025667735,65.9840297537591,65.9840297537591,63.98402975375879,2.000000000001022,2.003781701765993,0.00095951064956872,1.0,4
leo_single,13,BBRv3approx,starlink_v1,True,True,102.04362666666667,52.81768945827003,67.98402975375942,92.48437583933985,63.98402975375879,6.000000000003072,3.853278963560032,0.010956757097648298,1.0,4
leo_single,13,LeoAware,starlink_v1,True,True,102.26112,52.6305084992884,67.98402975375942,73.7080529324853,63.98402975375879,6.000000000003072,3.7576671694322688,0.009535833243794993,1.0,4
leo_single,7,CUBIC,starlink_v1,True,True,10.183146666666666,45.54589554842957,63.960162784196655,63.960162784196655,61.960162784195624,2.0000000000010285,2.0107890684740806,0.0009523012202013437,1.0,4
leo_single,7,BBRv3approx,starlink_v1,True,True,83.26773333333333,51.323879624852175,65.96016278419766,71.50802410727206,61.960162784195624,9.99999999999801,4.723170239613108,0.013007587337831875,1.0,4
leo_single,7,LeoAware,starlink_v1,True,True,83.584,51.16651472739907,65.96016278419766,71.50802410727206,61.960162784195624,9.99999999999801,4.629305768249588,0.011574517896606355,1.0,4
leo_single,42,CUBIC,starlink_v1,True,True,10.272853333333334,46.89507908461526,89.55511216494968,89.55511216494968,87.55511216494864,2.0000000000010285,2.0072475806788606,0.0008507106546322233,1.0,4
leo_single,42,BBRv3approx,starlink_v1,True,True,74.98282666666667,51.411773001453476,97.55511216494665,97.55511216495375,87.55511216494864,9.99999999999801,5.24706812866715,0.014081267426269698,1.0,4
leo_single,42,LeoAware,starlink_v1,True,True,74.98965333333332,51.21365259205638,97.55511216494665,97.55511216495375,87.55511216494864,9.99999999999801,5.053918193870483,0.012073859644192124,1.0,4
leo_single,99,CUBIC,starlink_v1,True,True,10.85568,48.459751960264036,56.75737519769395,56.75737519769395,54.75737519769293,2.000000000001022,2.010946036238033,0.0008737397041065767,1.0,4
leo_single,99,BBRv3approx,starlink_v1,True,True,78.0496,53.41242258987191,61.58391478771549,102.70379114462192,54.75737519769293,8.000000000004087,5.035430461314008,0.013612595087980394,1.0,4
leo_single,99,LeoAware,starlink_v1,True,True,78.33290666666667,53.195959791798956,61.58391478771549,102.70379114462192,54.75737519769293,8.000000000004087,4.913399358090638,0.011692207482851295,1.0,4
leo_single,123,CUBIC,starlink_v1,True,True,8.61248,50.9192593109521,77.64786586311864,77.64786586311864,75.64786586311762,2.0000000000010285,2.014886923782048,0.0011504917424383003,1.0,5
leo_single,123,BBRv3approx,starlink_v1,True,True,78.24117333333332,60.044353857284264,81.64786586312069,92.95252658154489,75.64786586311762,10.000000000005116,5.005806320560113,0.013659302727423087,1.0,5
leo_single,123,LeoAware,starlink_v1,True,True,78.6192,59.84848684229619,81.64786586312069,96.95252658154409,75.64786586311762,10.000000000005116,4.875912923730756,0.012194533568137409,1.0,5
terrestrial,13,CUBIC,ope_v36,True,True,14.02096,42.00652737045099,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.0065273704509914,0.0005132533418495369,1.0,0
terrestrial,13,BBRv3approx,ope_v36,True,True,78.91376,44.98698528621597,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.986985286215962,0.012276180005246915,1.0,0
terrestrial,13,LeoAware,ope_v36,True,True,79.04032,44.75227225800677,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.7522722580067756,0.010626707362990378,1.0,0
